source,track,archival_status,is_in_core_corpus,replaced_by_doi,matched_archival_id,matched_archival_doi,openalex_id,title,doi,type,publication_date,publication_year,is_watchlist_candidate,watchlist_tag,resilience_paradigm,cloud_context,cited_by_count,best_pdf_url
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4405707224,Intelligent Cloud Systems: AI-Driven Enhancements in Scalability and Predictive Resource Management,10.48175/ijarsct-22840,article,2024-12-23,2024,False,,ML,GeneralCloud,21,https://doi.org/10.48175/ijarsct-22840
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4283691902,"Earth observation for ecosystem accounting: spatially explicit national seagrass extent and carbon stock in Kenya, Tanzania, Mozambique and Madagascar",10.1002/rse2.287,article,2022-06-28,2022,False,,ML,GeneralCloud,26,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/rse2.287
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W2101559328,Customizing Virtual Machine with Fault Injector by Integrating with SpecC Device Model for a Software Testing Environment D-Cloud,10.1109/prdc.2010.37,article,2010-12-01,2010,False,,Chaos,GeneralCloud,18,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4405733818,Enhancing Infrastructure Observability: Machine Learning for Proactive Monitoring and Anomaly Detection,10.5753/jisa.2024.4509,article,2024-10-28,2024,False,,ML,Unknown,8,https://journals-sol.sbc.org.br/index.php/jisa/article/download/4509/2999
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4410062549,Energy-Efficient Cloud Computing Through Reinforcement Learning-Based Workload Scheduling,10.14569/ijacsa.2025.0160464,article,2025-01-01,2025,False,,ML,MultiCloud,3,http://thesai.org/Downloads/Volume16No4/Paper_64-Energy_Efficient_Cloud_Computing.pdf
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W2059678151,An Elastic OLAP Cloud Platform,10.1109/dasc.2011.76,article,2011-12-01,2011,False,,Analytics,GeneralCloud,15,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4382700067,Machine learning based secure and efficient task allocation in multi‐cloud,10.1002/cpe.7848,article,2023-06-29,2023,False,,ML,MultiCloud,4,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W1972351074,Real-Time Fault-Tolerant Scheduling Based on Primary-Backup Approach in Virtualized Clouds,10.1109/hpcc.and.euc.2013.159,article,2013-11-01,2013,False,,Simulation,GeneralCloud,4,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4388756484,Dynamic Task Allocation for Robotic Edge System Resilience Using Deep Reinforcement Learning,10.1109/tsmc.2023.3327959,article,2023-11-17,2023,False,,ML,GeneralCloud,21,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W3031696079,Le Taureau: Deconstructing the Serverless Landscape &amp; A Look Forward,10.1145/3318464.3383130,article,2020-05-29,2020,False,,ML,Serverless,14,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W2103110199,Towards Energy-Aware Resource Scheduling to Maximize Reliability in Cloud Computing Systems,10.1109/hpcc.and.euc.2013.208,article,2013-11-01,2013,False,,Simulation,GeneralCloud,30,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W3115083574,Evolutionary Computing Assisted Visually- Imperceptible Hybrid Cryptography and Steganography Model for Secure Data Communication over Cloud Environment,10.22247/ijcna/2020/205321,article,2020-12-25,2020,False,,Simulation,GeneralCloud,19,https://doi.org/10.22247/ijcna/2020/205321
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W1994097195,Modeling performance of a parallel streaming engine,10.1145/2479871.2479895,article,2013-04-21,2013,False,,Analytics,GeneralCloud,22,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4402875176,Smart Infrastructure Management: Integrating AI with DevOps for Cloud-Native Applications,10.47363/jaicc/2023(2)e163,article,2023-03-31,2023,False,,ML,Unknown,3,https://doi.org/10.47363/jaicc/2023(2)e163
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4214498636,The influence of dependability in cloud computing adoption,10.1007/s11227-022-04346-1,article,2022-02-28,2022,False,,Analytics,GeneralCloud,15,https://link.springer.com/content/pdf/10.1007/s11227-022-04346-1.pdf
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W2792986258,A Dynamic and Failure-Aware Task Scheduling Framework for Hadoop,10.1109/tcc.2018.2805812,article,2018-02-13,2018,False,,ML,GeneralCloud,46,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W2074784473,Eucabomber 2.0: A tool for dependability tests in eucalyptus cloud infrastructures considering VM life-cycle,10.1109/smc.2014.6974330,article,2014-10-01,2014,False,,Chaos,GeneralCloud,5,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4407168692,Efficient Task Scheduling and Load Balancing in Fog Computing for Crucial Healthcare Through Deep Reinforcement Learning,10.1109/access.2025.3539336,article,2025-01-01,2025,False,,ML,Edge,26,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4400976327,AIOps in DevOps: Leveraging Artificial Intelligence for Operations and Monitoring,10.1109/icsadl61749.2024.00016,article,2024-03-13,2024,False,,ML,GeneralCloud,9,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4408297812,Chaos engineering in cloud platforms,10.1051/epjconf/202532102006,article,2025-01-01,2025,False,,Chaos,GeneralCloud,2,https://www.epj-conferences.org/articles/epjconf/pdf/2025/06/epjconf_apitech-vii2025_02006.pdf
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W7118723613,AI-Enabled Business Process Optimization Engine for Risk-Aware Cloud Operations,10.54660/.ijfmr.2022.3.2.211-216,article,2022-01-01,2022,False,,ML,MultiCloud,4,https://www.multidisciplinaryfrontiers.com/uploads/archives/20260107111500_FMR-2026-1-004.1.pdf
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W2884415845,Redundancy Mechanisms Applied in Video Streaming Service on Eucalyptus Cloud Computing Infrastructures,10.20897/jisem/2663,article,2018-07-16,2018,False,,Analytics,GeneralCloud,5,https://www.jisem-journal.com/download/redundancy-mechanisms-applied-in-video-streaming-service-on-eucalyptus-cloud-computing.pdf
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4395074069,Immune system inspired smart maintenance framework: tool wear monitoring use case,10.1007/s00170-024-13472-4,article,2024-04-24,2024,False,,ML,GeneralCloud,9,https://link.springer.com/content/pdf/10.1007/s00170-024-13472-4.pdf
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4317906184,Latency Minimization Using an Adaptive Load Balancing Technique in Microservices Applications,10.32604/csse.2023.032509,article,2023-01-01,2023,False,,ML,GeneralCloud,4,https://file.techscience.com/files/csse/2023/TSP_CSSE-46-1/TSP_CSSE_32509/TSP_CSSE_32509.pdf
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W1502438297,Soft-Error Performance Evaluation on Emerging Low Power Devices,10.1109/tdmr.2014.2316505,article,2014-04-10,2014,False,,Simulation,GeneralCloud,59,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W7134912186,Predictive Performance Modeling of Java-Based Microservices in Dynamic Cloud Environments Using Machine Learning Focus: ML prediction and Java optimization,10.55124/ijccscm.v1i4.251,article,2025-01-01,2025,False,,ML,Unknown,2,https://doi.org/10.55124/ijccscm.v1i4.251
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4399539848,"Data pipeline approaches in serverless computing: a taxonomy, review, and research trends",10.1186/s40537-024-00939-0,article,2024-06-11,2024,False,,ML,Serverless,20,https://journalofbigdata.springeropen.com/counter/pdf/10.1186/s40537-024-00939-0
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W2130336186,A Comprehensive Sensitivity Analysis of a Data Center Network with Server Virtualization for Business Continuity,10.1155/2015/521289,article,2015-01-01,2015,False,,Analytics,GeneralCloud,16,http://downloads.hindawi.com/journals/mpe/2015/521289.pdf
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4417532011,AI-Augmented Threat Intelligence for Autonomous Vulnerability Management in Cloud-Native Clusters,10.32628/cseit2425451,article,2024-01-01,2024,False,,ML,MultiCloud,4,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4405950787,Enhancing performance of machine learning tasks on edge-cloud infrastructures: A cross-domain Internet of Things based framework,10.1016/j.future.2024.107696,article,2024-12-31,2024,False,,ML,Edge,8,https://orca.cardiff.ac.uk/id/eprint/175008/1/1-s2.0-S0167739X24006605-main%20%281%29.pdf
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W2901205557,Resource-Efficient State-Machine Replication with Multithreading and Vertical Scaling,10.1109/edcc.2018.00024,article,2018-09-01,2018,False,,Formal,GeneralCloud,4,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4408104562,Optimization of Port Asset Management Using Digital Twin and BIM/GIS in the Context of Industry 4.0: A Case Study of Spanish Ports,10.3390/pr13030705,article,2025-02-28,2025,False,,ML,GeneralCloud,10,https://www.mdpi.com/2227-9717/13/3/705/pdf?version=1740996273
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4324268332,Creation of an Improved Software Testing Framework for the Cloud Environment,10.1109/icfirtp56122.2022.10063210,article,2022-11-23,2022,False,,Simulation,GeneralCloud,56,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4412171311,Cloud-Based AI Systems: Leveraging Large Language Models for Intelligent Fault Detection and Autonomous Self-Healing,10.1109/cisce65916.2025.11065204,article,2025-05-09,2025,False,,ML,GeneralCloud,4,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W2177730884,Enriched multi objective optimization model based cloud disaster recovery,10.1016/j.kijoms.2015.09.001,article,2015-10-01,2015,False,,Analytics,GeneralCloud,10,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W2024614021,Dependability Analysis on Open Stack IaaS Cloud: Bug Anaysis and Fault Injection,10.1109/cloudcom.2014.10,article,2014-12-01,2014,False,,Chaos,GeneralCloud,7,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4392883614,Physics-informed machine learning in cyber-attack detection and resilient control of chemical processes,10.1016/j.cherd.2024.03.014,article,2024-03-16,2024,False,,ML,GeneralCloud,15,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4407616693,IoT-Driven Resilience Monitoring: Case Study of a Cyber-Physical System,10.3390/app15042092,article,2025-02-17,2025,False,,Simulation,Unknown,7,https://www.mdpi.com/2076-3417/15/4/2092/pdf?version=1739779835
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4410167211,Advances in CI/CD Pipeline Resilience for Airline Reservation and Customer Experience Systems,10.54660/.ijmrge.2023.3.1.1254-1261,article,2023-01-01,2023,False,,ML,GeneralCloud,5,https://www.allmultidisciplinaryjournal.com/uploads/archives/20250507160609_MGE-2025-3-018.1.pdf
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W7115015996,Autonomous Threat Detection and Response in Cloud Security: A Comprehensive Survey of AI-Driven Strategies,10.63282/3050-922x.ijeret-v6i4p114,article,2025-01-01,2025,False,,ML,GeneralCloud,2,https://ijeret.org/index.php/ijeret/article/download/350/332
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4296912029,Dependable Workflow Scheduling for Microservice QoS Based on Deep Q-Network,10.1109/icws55610.2022.00045,article,2022-07-01,2022,False,,Simulation,K8s,3,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W7124275096,Developing an AI-Based Incident Response Automation Framework to Minimize Downtime in IT Service Operations,10.62225/2583049x.2023.3.6.5415,article,2023-12-30,2023,False,,ML,Unknown,2,https://www.multiresearchjournal.com/admin/uploads/archives/archive-1768453628.pdf
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4413953570,Autonomous Self-Adaptation in the Cloud: ML-Heal’s Framework for Proactive Fault Detection and Recovery,10.14569/ijacsa.2025.0160892,article,2025-01-01,2025,False,,Chaos,GeneralCloud,1,http://thesai.org/Downloads/Volume16No8/Paper_92-Autonomous_Self_Adaptation_in_the_Cloud_ML_Heals_Framework.pdf
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4387251083,Content Replica Placement Method for Fault Tolerance in Fog Computing Environment,10.1109/aic57670.2023.10263929,article,2023-07-29,2023,False,,Simulation,Edge,5,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4402101742,Leveraging Machine Learning for Predictive Maintenance in Cloud Infrastructure,10.56726/irjmets61247,article,2024-09-01,2024,False,,ML,MultiCloud,1,http://dx.doi.org/10.56726/irjmets61247
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W3152505255,Spark Cloud-Based Parallel Computing for Traffic Network Flow Predictive Control Using Non-Analytical Predictive Model,10.1109/tits.2021.3071862,article,2021-04-16,2021,False,,Simulation,GeneralCloud,31,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W3009078472,Neural Networks-Aided Insider Attack Detection for the Average Consensus Algorithm,10.1109/access.2020.2978458,article,2020-01-01,2020,False,,Simulation,Edge,15,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W2162739447,Cloud Computing for Rigorous Coupled-Wave Analysis,10.1155/2012/398341,article,2012-07-02,2012,False,,Simulation,GeneralCloud,13,https://downloads.hindawi.com/archive/2012/398341.pdf
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W2167961005,An utility-based job scheduling algorithm for current computing Cloud considering reliability factor,10.1109/icsess.2012.6269464,article,2012-06-01,2012,False,,ML,GeneralCloud,11,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4377970743,Big data analytics and machine learning techniques to manage the smart grid,10.1109/iccci56745.2023.10128623,article,2023-01-23,2023,False,,ML,GeneralCloud,13,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W2521918152,Reliability Analysis of On-Demand Service-Based Software Systems Considering Failure Dependencies,10.1109/tsc.2015.2473843,article,2015-08-27,2015,False,,Analytics,GeneralCloud,16,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W2894133230,Metaheuristics in cloud computing,10.1002/spe.2628,article,2018-08-14,2018,False,,ML,Edge,8,https://www.onlinelibrary.wiley.com/doi/pdfdirect/10.1002/spe.2628
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W2766289922,An application of microservices architecture pattern to create a modular computer numerical control system,10.23919/fruct.2017.8071286,article,2017-04-01,2017,False,,Simulation,Unknown,10,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4416556246,Machine Learning for Predictive Capacity Planning: Evolution from Analytical Modeling to Autonomous Infrastructure,10.32628/cseit1936414,article,2019-09-05,2019,False,,ML,Unknown,7,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W2184539872,Protection in elastic optical networks,10.1109/mnet.2015.7340430,article,2015-11-01,2015,False,,Simulation,GeneralCloud,68,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W7139970175,Advances in Artificial Intelligence Techniques for Secure Software Testing and Automated Regression Control Mechanisms,10.32628/cseit217565,article,2021-10-01,2021,False,,ML,Unknown,5,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4200475012,Multi-Cloud Resource Management Techniques for Cyber-Physical Systems,10.3390/s21248364,article,2021-12-15,2021,False,,ML,MultiCloud,7,https://www.mdpi.com/1424-8220/21/24/8364/pdf?version=1639558598
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4403286364,Correlating node centrality metrics with node resilience in self-healing systems with limited neighbourhood information,10.1016/j.future.2024.107553,article,2024-10-11,2024,False,,Simulation,Unknown,4,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W2000645909,Reliability Evaluation of Service-Oriented Architecture Systems Considering Fault-Tolerance Designs,10.1155/2014/160608,article,2014-01-01,2014,False,,Analytics,GeneralCloud,10,https://downloads.hindawi.com/journals/jam/2014/160608.pdf
